ParentId,DataTagId,DataFloat,DataInt,DataText,RelatedItemId,DatumColumnId,DatumColumnId,UserLabelId,DataTagId,UserLabelId,Label,DataTagId,DataCategoryId,Description,DataCategoryId,Description,Guid,Name,Guid,SampleId,Guid,SpecimenId,CreateDate
6a768ebe-e0b8-4bb2-92d8-02a4c2cfcee3,46,23,NULL,NULL,6a768ebe-e0b8-4bb2-92d8-02a4c2cfcee3,69,69,68,46,68,Temperature (C),46,20,Specimen number inputs,20,Specimen number inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6a768ebe-e0b8-4bb2-92d8-02a4c2cfcee3,46,50,NULL,NULL,6a768ebe-e0b8-4bb2-92d8-02a4c2cfcee3,70,70,69,46,69,Humidity (%),46,20,Specimen number inputs,20,Specimen number inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645f4cbb-78fa-4cc3-a536-0a5b93529d1a,40,NULL,0,NULL,645f4cbb-78fa-4cc3-a536-0a5b93529d1a,61,61,60,40,60,Excluded,40,15,Excluded,15,General,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645f4cbb-78fa-4cc3-a536-0a5b93529d1a,41,0.0096,NULL,NULL,645f4cbb-78fa-4cc3-a536-0a5b93529d1a,62,62,61,41,61,Width,41,17,Width,17,Specimen properties,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645f4cbb-78fa-4cc3-a536-0a5b93529d1a,42,0.00394,NULL,NULL,645f4cbb-78fa-4cc3-a536-0a5b93529d1a,63,63,62,42,62,Thickness,42,17,Thickness,17,Specimen properties,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645f4cbb-78fa-4cc3-a536-0a5b93529d1a,43,NULL,NULL,,645f4cbb-78fa-4cc3-a536-0a5b93529d1a,64,64,63,43,63,Conditioning procedure,43,18,Specimen text inputs,18,Specimen text inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645f4cbb-78fa-4cc3-a536-0a5b93529d1a,43,NULL,NULL,,645f4cbb-78fa-4cc3-a536-0a5b93529d1a,65,65,64,43,64,Preparation method,43,18,Specimen text inputs,18,Specimen text inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645f4cbb-78fa-4cc3-a536-0a5b93529d1a,43,NULL,NULL,12/2014,645f4cbb-78fa-4cc3-a536-0a5b93529d1a,71,71,70,43,70,Method revision date,43,18,Specimen text inputs,18,Specimen text inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645f4cbb-78fa-4cc3-a536-0a5b93529d1a,44,NULL,NULL,SI,645f4cbb-78fa-4cc3-a536-0a5b93529d1a,66,66,65,44,65,System of units,44,15,System of units,15,General,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645f4cbb-78fa-4cc3-a536-0a5b93529d1a,45,NULL,NULL,Class B-2,645f4cbb-78fa-4cc3-a536-0a5b93529d1a,67,67,66,45,66,Extensometer Class,45,19,Specimen choice input,19,Specimen choice input,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645f4cbb-78fa-4cc3-a536-0a5b93529d1a,45,NULL,NULL,Type I,645f4cbb-78fa-4cc3-a536-0a5b93529d1a,68,68,67,45,67,Specimen Type,45,19,Specimen choice input,19,Specimen choice input,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645f4cbb-78fa-4cc3-a536-0a5b93529d1a,46,23,NULL,NULL,645f4cbb-78fa-4cc3-a536-0a5b93529d1a,69,69,68,46,68,Temperature (C),46,20,Specimen number inputs,20,Specimen number inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645f4cbb-78fa-4cc3-a536-0a5b93529d1a,46,50,NULL,NULL,645f4cbb-78fa-4cc3-a536-0a5b93529d1a,70,70,69,46,69,Humidity (%),46,20,Specimen number inputs,20,Specimen number inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7c67b4db-43d1-443e-ae9c-0c2934278bf0,40,NULL,0,NULL,7c67b4db-43d1-443e-ae9c-0c2934278bf0,61,61,60,40,60,Excluded,40,15,Excluded,15,General,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7c67b4db-43d1-443e-ae9c-0c2934278bf0,41,0.009859999999999999,NULL,NULL,7c67b4db-43d1-443e-ae9c-0c2934278bf0,62,62,61,41,61,Width,41,17,Width,17,Specimen properties,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7c67b4db-43d1-443e-ae9c-0c2934278bf0,42,0.00395,NULL,NULL,7c67b4db-43d1-443e-ae9c-0c2934278bf0,63,63,62,42,62,Thickness,42,17,Thickness,17,Specimen properties,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7c67b4db-43d1-443e-ae9c-0c2934278bf0,43,NULL,NULL,,7c67b4db-43d1-443e-ae9c-0c2934278bf0,64,64,63,43,63,Conditioning procedure,43,18,Specimen text inputs,18,Specimen text inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7c67b4db-43d1-443e-ae9c-0c2934278bf0,43,NULL,NULL,,7c67b4db-43d1-443e-ae9c-0c2934278bf0,65,65,64,43,64,Preparation method,43,18,Specimen text inputs,18,Specimen text inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7c67b4db-43d1-443e-ae9c-0c2934278bf0,43,NULL,NULL,12/2014,7c67b4db-43d1-443e-ae9c-0c2934278bf0,71,71,70,43,70,Method revision date,43,18,Specimen text inputs,18,Specimen text inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7c67b4db-43d1-443e-ae9c-0c2934278bf0,44,NULL,NULL,SI,7c67b4db-43d1-443e-ae9c-0c2934278bf0,66,66,65,44,65,System of units,44,15,System of units,15,General,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7c67b4db-43d1-443e-ae9c-0c2934278bf0,45,NULL,NULL,Class B-2,7c67b4db-43d1-443e-ae9c-0c2934278bf0,67,67,66,45,66,Extensometer Class,45,19,Specimen choice input,19,Specimen choice input,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7c67b4db-43d1-443e-ae9c-0c2934278bf0,45,NULL,NULL,Type I,7c67b4db-43d1-443e-ae9c-0c2934278bf0,68,68,67,45,67,Specimen Type,45,19,Specimen choice input,19,Specimen choice input,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7c67b4db-43d1-443e-ae9c-0c2934278bf0,46,23,NULL,NULL,7c67b4db-43d1-443e-ae9c-0c2934278bf0,69,69,68,46,68,Temperature (C),46,20,Specimen number inputs,20,Specimen number inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7c67b4db-43d1-443e-ae9c-0c2934278bf0,46,50,NULL,NULL,7c67b4db-43d1-443e-ae9c-0c2934278bf0,70,70,69,46,69,Humidity (%),46,20,Specimen number inputs,20,Specimen number inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c62d2dce-8891-4753-b303-13581ae5498b,40,NULL,0,NULL,c62d2dce-8891-4753-b303-13581ae5498b,61,61,60,40,60,Excluded,40,15,Excluded,15,General,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c62d2dce-8891-4753-b303-13581ae5498b,41,0.00974,NULL,NULL,c62d2dce-8891-4753-b303-13581ae5498b,62,62,61,41,61,Width,41,17,Width,17,Specimen properties,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c62d2dce-8891-4753-b303-13581ae5498b,42,0.00391,NULL,NULL,c62d2dce-8891-4753-b303-13581ae5498b,63,63,62,42,62,Thickness,42,17,Thickness,17,Specimen properties,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c62d2dce-8891-4753-b303-13581ae5498b,43,NULL,NULL,,c62d2dce-8891-4753-b303-13581ae5498b,64,64,63,43,63,Conditioning procedure,43,18,Specimen text inputs,18,Specimen text inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c62d2dce-8891-4753-b303-13581ae5498b,43,NULL,NULL,,c62d2dce-8891-4753-b303-13581ae5498b,65,65,64,43,64,Preparation method,43,18,Specimen text inputs,18,Specimen text inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c62d2dce-8891-4753-b303-13581ae5498b,43,NULL,NULL,12/2014,c62d2dce-8891-4753-b303-13581ae5498b,71,71,70,43,70,Method revision date,43,18,Specimen text inputs,18,Specimen text inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c62d2dce-8891-4753-b303-13581ae5498b,44,NULL,NULL,SI,c62d2dce-8891-4753-b303-13581ae5498b,66,66,65,44,65,System of units,44,15,System of units,15,General,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c62d2dce-8891-4753-b303-13581ae5498b,45,NULL,NULL,Class B-2,c62d2dce-8891-4753-b303-13581ae5498b,67,67,66,45,66,Extensometer Class,45,19,Specimen choice input,19,Specimen choice input,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c62d2dce-8891-4753-b303-13581ae5498b,45,NULL,NULL,Type I,c62d2dce-8891-4753-b303-13581ae5498b,68,68,67,45,67,Specimen Type,45,19,Specimen choice input,19,Specimen choice input,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c62d2dce-8891-4753-b303-13581ae5498b,46,23,NULL,NULL,c62d2dce-8891-4753-b303-13581ae5498b,69,69,68,46,68,Temperature (C),46,20,Specimen number inputs,20,Specimen number inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c62d2dce-8891-4753-b303-13581ae5498b,46,50,NULL,NULL,c62d2dce-8891-4753-b303-13581ae5498b,70,70,69,46,69,Humidity (%),46,20,Specimen number inputs,20,Specimen number inputs,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6b2842c8-d639-4a16-9d33-197e5c4ccb3a,35,NULL,NULL,FOA Project 5%GO + PA66,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,56,56,55,35,55,Sample name,35,15,Sample name,15,General,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6b2842c8-d639-4a16-9d33-197e5c4ccb3a,36,NULL,NULL,{6B2842C8-D639-4A16-9D33-197E5C4CCB3A},6b2842c8-d639-4a16-9d33-197e5c4ccb3a,57,57,56,36,56,Unique identifier of sample,36,15,Unique identifier of sample,15,General,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6b2842c8-d639-4a16-9d33-197e5c4ccb3a,37,NULL,637599444340920000,NULL,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,58,58,57,37,57,Sample created date,37,15,Sample created date,15,General,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6b2842c8-d639-4a16-9d33-197e5c4ccb3a,38,NULL,637599456666430000,NULL,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,59,59,58,38,58,Sample modified date,38,15,Sample modified date,15,General,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6b2842c8-d639-4a16-9d33-197e5c4ccb3a,39,NULL,NULL,FOA Project: 5%GO + PA66,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,60,60,59,39,59,ID of material tested,39,16,Sample description,16,Sample notes,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6badca37-e001-44fc-87c5-1b25d381fc69,47,NULL,NULL,ASTM D638 GL,6badca37-e001-44fc-87c5-1b25d381fc69,72,72,71,47,71,Method name,47,15,Method name,15,General,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,FOA Project 5%GO + PA66,45b94e6c-c9fb-4747-b788-d9258a245660,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,6badca37-e001-44fc-87c5-1b25d381fc69,45b94e6c-c9fb-4747-b788-d9258a245660,2021-07-01 08:15:03.883
6badca37-e001-44fc-87c5-1b25d381fc69,48,NULL,637254839870000000,NULL,6badca37-e001-44fc-87c5-1b25d381fc69,73,73,72,48,72,Method saved date,48,15,Method saved date,15,General,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,FOA Project 5%GO + PA66,45b94e6c-c9fb-4747-b788-d9258a245660,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,6badca37-e001-44fc-87c5-1b25d381fc69,45b94e6c-c9fb-4747-b788-d9258a245660,2021-07-01 08:15:03.883
6badca37-e001-44fc-87c5-1b25d381fc69,49,NULL,NULL,Tension,6badca37-e001-44fc-87c5-1b25d381fc69,74,74,73,49,73,Test type,49,15,Test type,15,General,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,FOA Project 5%GO + PA66,45b94e6c-c9fb-4747-b788-d9258a245660,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,6badca37-e001-44fc-87c5-1b25d381fc69,45b94e6c-c9fb-4747-b788-d9258a245660,2021-07-01 08:15:03.883
6badca37-e001-44fc-87c5-1b25d381fc69,50,NULL,NULL,3366Q1341,6badca37-e001-44fc-87c5-1b25d381fc69,75,75,74,50,74,System ID,50,15,System ID,15,General,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,FOA Project 5%GO + PA66,45b94e6c-c9fb-4747-b788-d9258a245660,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,6badca37-e001-44fc-87c5-1b25d381fc69,45b94e6c-c9fb-4747-b788-d9258a245660,2021-07-01 08:15:03.883
6badca37-e001-44fc-87c5-1b25d381fc69,51,3253898267.46655,NULL,NULL,6badca37-e001-44fc-87c5-1b25d381fc69,76,76,75,51,75,Modulus of Elasticity (Young's Modulus),51,21,Modulus (Automatic Young's),21,Modulus (Automatic Young's),6b2842c8-d639-4a16-9d33-197e5c4ccb3a,FOA Project 5%GO + PA66,45b94e6c-c9fb-4747-b788-d9258a245660,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,6badca37-e001-44fc-87c5-1b25d381fc69,45b94e6c-c9fb-4747-b788-d9258a245660,2021-07-01 08:15:03.883
6badca37-e001-44fc-87c5-1b25d381fc69,51,3253898267.46655,NULL,NULL,6badca37-e001-44fc-87c5-1b25d381fc69,85,85,84,51,84,Modulus (Linear Region),51,21,Modulus (Automatic Young's),21,Modulus (Automatic Young's),6b2842c8-d639-4a16-9d33-197e5c4ccb3a,FOA Project 5%GO + PA66,45b94e6c-c9fb-4747-b788-d9258a245660,6b2842c8-d639-4a16-9d33-197e5c4ccb3a,6badca37-e001-44fc-87c5-1b25d381fc69,45b94e6c-c9fb-4747-b788-d9258a245660,2021-07-01 08:15:03.883
